gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
CLE 201905040.00,SEA,CLE,CLE 8.00,20190504,0,4:10PM,day,,,TRUE,,161,18420,unknown,unknown,overcast,47,fromcf,7,maveb701,,,cuzzp901,hallt901,hamaa901,ticht901,,,olsot002,sadzc001,handb001,regular,4,5,CLE,SEA,y,both,y,y,y,2019
COL201905040,ARI,COL,DEN02,20190504,0,6:11PM,night,,,FALSE,,171,37765,unknown,unknown,cloudy,68,tolf,10,einsd701,,,gibsh902,carlm901,barrs901,gormb901,,,weavl001,freek001,,regular,9,2,ARI,COL,y,both,y,y,y,2019
DET201905040,KCA,DET,DET05,20190504,0,4:10PM,day,,,TRUE,,180,19500,unknown,unknown,cloudy,60,ltor,7,kleir701,,,wolcq901,cedeg901,hudsm901,johna901,,,bailh001,rosst001,,regular,15,3,KCA,DET,y,both,y,y,y,2019
MIA201905040,ATL,MIA,MIA02,20190504,0,6:10PM,night,,,FALSE,,195,10229,unknown,unknown,dome,78,unknown,0,mcdob701,,,viscj901,randt901,diazl901,nelsj901,,,sorom001,anden001,,regular,9,2,ATL,MIA,y,both,y,y,y,2019
MIL201905040,NYN,MIL,MIL06,20190504,0,6:10PM,night,,,FALSE,,322,39565,unknown,unknown,dome,65,unknown,0,odrit701,,,herna901,hicke901,torrc901,demud901,,,willt003,flexc001,,regular,3,4,MIL,NYN,y,both,y,y,y,2019
NYA201905040,MIN,NYA,NYC21,20190504,0,1:08PM,day,,,TRUE,,186,43123,unknown,unknown,cloudy,61,rtol,8,oconj701,,,muchm901,wintm901,timmt901,drakr901,,,odorj001,happj001,,regular,7,3,MIN,NYA,y,both,y,y,y,2019
PHI201905040,WAS,PHI,PHI13,20190504,0,7:28PM,night,,,FALSE,,225,43319,unknown,unknown,cloudy,72,tocf,4,golam701,,,segac901,conrc901,eddid901,millb901,,,sippt001,morga001,dools001,regular,10,8,WAS,PHI,y,both,y,y,y,2019
PIT201905040,OAK,PIT,PIT08,20190504,0,7:06PM,night,,,FALSE,,188,26447,unknown,unknown,cloudy,61,tocf,7,webbb701,,,morag901,kulpr901,fostm901,mealj901,,,felim001,wendj001,rivef001,regular,4,6,PIT,OAK,y,both,y,y,y,2019
SDN201905040,LAN,SDN,SAN02,20190504,0,5:42PM,night,,,FALSE,,252,44558,unknown,unknown,sunny,66,ltor,11,zaveb701,,,porta901,dejer901,sches901,reynj901,,,strir001,yatek001,jansk001,regular,7,6,LAN,SDN,y,both,y,y,y,2019
TEX201905040,TOR,TEX,ARL 2.00,20190504,0,7:08PM,night,,,TRUE,,179,31787,unknown,unknown,cloudy,74,ltor,9,ruddw701,,,drecb901,fairc901,emmep901,estam901,,,lynnl001,pannt001,kells001,regular,5,8,TEX,TOR,y,both,y,y,y,2019
ANA201905050,HOU,ANA,MNT 1.00,20190505,0,3:11PM,day,,,TRUE,,184,17614,unknown,unknown,cloudy,80,ltor,12,munse701,,,tumpj901,barrt901,danlk901,lentn901,,,verlj001,harvm001,,regular,10,4,HOU,ANA,y,both,y,y,y,2019
CHA201905050,BOS,CHA,CHI12,20190505,0,1:11PM,day,,,TRUE,,213,36553,unknown,unknown,sunny,69,rtol,6,roseb701,,,culbf901,may-b901,buckc901,reybd901,,,workb001,herrk001,,regular,9,2,BOS,CHA,y,both,y,y,y,2019
CHN201905050,SLN,CHN,CHI11,20190505,0,6:11PM,night,,,FALSE,,201,36499,unknown,unknown,cloudy,71,tocf,10,frisd701,,,rackd901,belld901,marqa901,vanol901,,,quinj001,waina001,,regular,5,13,CHN,SLN,y,both,y,y,y,2019
CIN201905050,SFN,CIN,CIN09,20190505,0,4:10PM,day,,,FALSE,,158,23654,unknown,unknown,cloudy,69,ltor,8,rothr701,,,nauep901,whitc901,wendh902,bakej902,,,watst001,igler001,smitw002,regular,6,5,SFN,CIN,y,both,y,y,y,2019
CLE 201905050.00,SEA,CLE,CLE 8.00,20190505,0,1:10PM,day,,,TRUE,,174,19665,unknown,unknown,cloudy,53,fromcf,10,brosc701,,,hallt901,hamaa901,ticht901,cuzzp901,,,swane001,andec002,,regular,10,0,SEA,CLE,y,both,y,y,y,2019
COL201905050,ARI,COL,DEN02,20190505,0,1:11PM,day,,,FALSE,,189,40262,unknown,unknown,cloudy,70,tocf,6,einsd701,,,carlm901,barrs901,gormb901,gibsh902,,,obers001,brada001,daviw001,regular,7,8,COL,ARI,y,both,y,y,y,2019
DET201905050,KCA,DET,DET05,20190505,0,1:12PM,day,,,TRUE,,194,16369,unknown,unknown,sunny,66,ltor,6,marod701,,,cedeg901,hudsm901,johna901,wolcq901,,,farmb001,kenni001,,regular,2,5,DET,KCA,y,both,y,y,y,2019
MIA201905050,ATL,MIA,MIA02,20190505,0,1:11PM,day,,,FALSE,,209,11885,unknown,unknown,dome,77,unknown,0,mcdob701,,,randt901,diazl901,nelsj901,viscj901,,,tomlj001,guert001,jackl001,regular,3,1,ATL,MIA,y,both,y,y,y,2019
MIL201905050,NYN,MIL,MIL06,20190505,0,1:10PM,day,,,FALSE,,159,36016,unknown,unknown,cloudy,70,rtol,9,odrit701,,,hicke901,torrc901,demud901,herna901,,,daviz001,vargj001,hadej001,regular,2,3,MIL,NYN,y,both,y,y,y,2019
NYA201905050,MIN,NYA,NYC21,20190505,0,4:10PM,day,,,TRUE,,173,38603,unknown,unknown,cloudy,51,fromlf,19,oconj701,,,wintm901,timmt901,drakr901,muchm901,,,germd001,pinem001,chapa001,regular,1,4,NYA,MIN,y,both,y,y,y,2019
PHI201905050,WAS,PHI,PHI13,20190505,0,2:06PM,day,,,FALSE,,183,40497,unknown,unknown,cloudy,57,rtol,12,shutd701,,,conrc901,eddid901,millb901,segac901,,,efliz001,sanca004,,regular,1,7,PHI,WAS,y,both,y,y,y,2019
PIT201905050,OAK,PIT,PIT08,20190505,0,1:36PM,day,,,FALSE,,238,18517,unknown,unknown,cloudy,59,tocf,7,patte701,,,kulpr901,fostm901,mealj901,morag901,,,lyont001,rodnf001,,regular,3,5,PIT,OAK,y,both,y,y,y,2019
SDN201905050,LAN,SDN,SAN02,20190505,0,1:10PM,day,,,FALSE,,178,44473,unknown,unknown,sunny,68,ltor,11,maffj701,,,dejer901,sches901,reynj901,porta901,,,warra001,jansk001,,regular,5,8,SDN,LAN,y,both,y,y,y,2019
TEX201905050,TOR,TEX,ARL 2.00,20190505,0,2:08PM,day,,,TRUE,,170,30934,unknown,unknown,sunny,81,rtol,7,wells701,,,fairc901,emmep901,estam901,drecb901,,,dowdk001,buchc001,,regular,2,10,TEX,TOR,y,both,y,y,y,2019
BAL201905060,BOS,BAL,BAL12,20190506,0,7:06PM,night,,,TRUE,,159,11042,unknown,unknown,cloudy,75,tolf,5,hennj701,,,timmt901,addir901,muchm901,wintm901,,,meanj001,smitj004,givem001,regular,1,4,BAL,BOS,y,both,y,y,y,2019
CHN201905060,MIA,CHN,CHI11,20190506,0,7:05PM,night,,,FALSE,,206,34555,unknown,unknown,cloudy,44,fromlf,12,seipb701,,,hudsm901,johna901,wolcq901,cedeg901,,,conla001,strop001,romos001,regular,6,5,MIA,CHN,y,both,y,y,y,2019
CIN201905060,SFN,CIN,CIN09,20190506,0,12:53PM,day,,,FALSE,,177,19476,unknown,unknown,sunny,73,fromrf,5,rothr701,,,whitc901,wendh902,bakej902,nauep901,,,desca001,pomed001,,regular,4,12,CIN,SFN,y,both,y,y,y,2019
CLE 201905060.00,CHA,CLE,CLE 8.00,20190506,0,6:10PM,night,,,TRUE,,181,12745,unknown,unknown,cloudy,74,ltor,5,libea701,,,fostm901,mealj901,morag901,kulpr901,,,novai001,bauet001,,regular,9,1,CHA,CLE,y,both,y,y,y,2019
HOU201905060,KCA,HOU,HOU03,20190506,0,7:10PM,night,,,TRUE,,177,27079,unknown,unknown,dome,73,unknown,0,wilkt701,,,hobep901,gibsg901,knigb901,davig901,,,coleg001,junij001,osunr001,regular,4,6,HOU,KCA,y,both,y,y,y,2019
LAN201905060,ATL,LAN,LOS03,20190506,0,7:10PM,night,,,FALSE,,165,43393,unknown,unknown,overcast,62,tocf,5,whitj701,,,coope901,fleta901,littw901,westj901,,,buehw001,gausk001,uriaj001,regular,3,5,LAN,ATL,y,both,y,y,y,2019
MIL201905060,WAS,MIL,MIL06,20190506,0,6:40PM,night,,,FALSE,,213,29299,unknown,unknown,dome,65,unknown,0,odrit701,,,may-b901,buckc901,reybd901,culbf901,,,claua001,jennd003,guerj003,regular,3,5,MIL,WAS,y,both,y,y,y,2019
NYA201905060,SEA,NYA,NYC21,20190506,0,6:37PM,night,,,TRUE,,156,37423,unknown,unknown,cloudy,61,rtol,11,altmb701,,,torrc901,demud901,herna901,hicke901,,,sabac001,hernf002,,regular,3,7,NYA,SEA,y,both,y,y,y,2019
SDN201905060,NYN,SDN,SAN02,20190506,0,7:11PM,night,,,FALSE,,134,20176,unknown,unknown,cloudy,64,ltor,11,murrj701,,,eddid901,millb901,drakr901,segac901,,,paddc001,degrj001,stamc001,regular,0,4,SDN,NYN,y,both,y,y,y,2019
SLN201905060,PHI,SLN,STL10,20190506,0,7:09PM,night,,,FALSE,,172,38419,unknown,unknown,cloudy,75,fromrf,4,smitm701,,,diazl901,nelsj901,viscj901,blasc901,,,mikom001,velav001,,regular,0,6,SLN,PHI,y,both,y,y,y,2019
TBA201905060,ARI,TBA,STP01,20190506,0,7:10PM,night,,,TRUE,,174,8124,dry,none,dome,72,unknown,0,mathb701,,,holbs901,gonzm901,wolfj901,iassd901,,,snelb001,kellm002,,regular,1,12,TBA,ARI,y,both,y,y,y,2019
TOR201905060,MIN,TOR,TOR02,20190506,0,7:09PM,night,,,TRUE,,172,12292,unknown,unknown,dome,68,unknown,0,starh701,,,hamaa901,ticht901,cuzzp901,hallt901,,,perem004,strom001,,regular,8,0,MIN,TOR,y,both,y,y,y,2019
BAL201905070,BOS,BAL,BAL12,20190507,0,7:06PM,night,,,TRUE,,201,10703,unknown,unknown,cloudy,77,rtol,7,eiger701,,,addir901,muchm901,wintm901,timmt901,,,waldm002,klinb001,barnm001,regular,8,5,BOS,BAL,y,both,y,y,y,2019
CHN201905070,MIA,CHN,CHI11,20190507,0,7:06PM,night,,,FALSE,,190,35274,unknown,unknown,overcast,41,fromcf,15,frisd701,,,johna901,wolcq901,cedeg901,hudsm901,,,cishs001,conla001,,regular,2,5,CHN,MIA,y,both,y,y,y,2019
CLE 201905070.00,CHA,CLE,CLE 8.00,20190507,0,6:12PM,night,,,TRUE,,178,12961,unknown,unknown,overcast,50,fromrf,14,brosc701,,,mealj901,morag901,kulpr901,fostm901,,,gioll001,rodrj005,coloa001,regular,2,0,CHA,CLE,y,both,y,y,y,2019
COL201905070,SFN,COL,DEN02,20190507,0,6:43PM,night,,,FALSE,,203,21707,unknown,unknown,cloudy,50,tocf,6,smytd701,,,barrt901,lentn901,blakr901,barkl901,,,bumgm001,senza001,,regular,14,4,SFN,COL,y,both,y,y,y,2019
DET201905070,ANA,DET,DET05,20190507,0,7:10PM,night,,,TRUE,,179,14169,unknown,unknown,cloudy,51,ltor,9,klonc701,,,sches901,wegnm901,porta901,dejer901,,,canng001,norrd002,roblh001,regular,5,2,ANA,DET,y,both,y,y,y,2019
HOU201905070,KCA,HOU,HOU03,20190507,0,7:10PM,night,,,TRUE,,165,30377,unknown,unknown,dome,73,unknown,0,wilkt701,,,gibsg901,knigb901,davig901,hobep901,,,duffd001,mchuc001,,regular,12,2,KCA,HOU,y,both,y,y,y,2019
LAN201905070,ATL,LAN,LOS03,20190507,0,7:10PM,night,,,FALSE,,162,47337,unknown,unknown,cloudy,63,tocf,4,munse701,,,fleta901,littw901,westj901,coope901,,,ryu-h001,friem001,,regular,0,9,LAN,ATL,y,both,y,y,y,2019
MIL201905070,WAS,MIL,MIL06,20190507,0,6:41PM,night,,,FALSE,,180,31023,unknown,unknown,dome,64,unknown,0,olsod701,,,buckc901,reybd901,culbf901,may-b901,,,peraf001,stras001,,regular,0,6,MIL,WAS,y,both,y,y,y,2019
NYA201905070,SEA,NYA,NYC21,20190507,0,6:38PM,night,,,TRUE,,195,36851,unknown,unknown,cloudy,64,tolf,13,karph701,,,demud901,herna901,hicke901,torrc901,,,harvj001,swara001,,regular,4,5,NYA,SEA,y,both,y,y,y,2019
OAK201905070,CIN,OAK,OAK01,20190507,0,8:45PM,night,,,TRUE,,145,11794,unknown,unknown,cloudy,55,torf,12,younj701,,,rippm901,kellj901,hoyej901,onorb901,,,fierm001,mahlt001,,regular,0,2,OAK,CIN,y,both,y,y,y,2019
PIT201905070,TEX,PIT,PIT08,20190507,0,7:06PM,night,,,FALSE,,170,13032,unknown,unknown,cloudy,71,tolf,6,patte701,,,wendh902,bakej902,nauep901,carav901,,,felim001,sampa001,rivef001,regular,4,5,PIT,TEX,y,both,y,y,y,2019
SDN201905070,NYN,SDN,SAN02,20190507,0,7:11PM,night,,,FALSE,,218,23129,unknown,unknown,cloudy,64,ltor,12,zaveb701,,,millb901,drakr901,segac901,eddid901,,,lugos001,warra001,diaze006,regular,7,6,NYN,SDN,y,both,y,y,y,2019
SLN201905070,PHI,SLN,STL10,20190507,0,6:45PM,night,,,FALSE,,184,38562,unknown,unknown,cloudy,78,fromrf,5,smitm701,,,nelsj901,viscj901,blasc901,diazl901,,,nolaa001,hudsd002,,regular,11,1,PHI,SLN,y,both,y,y,y,2019
TBA201905070,ARI,TBA,STP01,20190507,0,7:10PM,night,,,TRUE,,199,8059,dry,none,dome,72,unknown,0,mathb701,,,gonzm901,wolfj901,iassd901,holbs901,,,beekj001,clart003,,regular,3,6,TBA,ARI,y,both,y,y,y,2019
TOR201905070,MIN,TOR,TOR02,20190507,0,7:08PM,night,,,TRUE,,150,14039,unknown,unknown,dome,68,unknown,0,moreh701,,,ticht901,cuzzp901,hallt901,hamaa901,,,berrj001,sanca006,roget001,regular,3,0,MIN,TOR,y,both,y,y,y,2019
BAL201905080,BOS,BAL,BAL12,20190508,0,7:07PM,night,,,TRUE,,241,12451,unknown,unknown,cloudy,65,fromrf,8,eiger701,,,muchm901,wintm901,timmt901,addir901,,,brasr001,ramiy001,hembh001,regular,2,1,BOS,BAL,y,both,y,y,y,2019
CHN201905080,MIA,CHN,CHI11,20190508,0,6:35PM,night,,,FALSE,,179,37241,unknown,unknown,cloudy,60,rtol,15,seipb701,,,wolcq901,cedeg901,hudsm901,johna901,,,edwac001,quijj001,,regular,2,3,CHN,MIA,y,both,y,y,y,2019
CLE 201905080.00,CHA,CLE,CLE 8.00,20190508,0,6:10PM,night,,,TRUE,,170,12519,unknown,unknown,sunny,57,fromrf,15,brosc701,,,morag901,kulpr901,fostm901,mealj901,,,handb001,fry-j001,,regular,3,5,CLE,CHA,y,both,y,y,y,2019
DET201905080,ANA,DET,DET05,20190508,0,7:10PM,night,,,TRUE,,173,13224,unknown,unknown,cloudy,58,fromlf,16,klonc701,,,wegnm901,porta901,dejer901,sches901,,,boydm001,skagt001,,regular,3,10,DET,ANA,y,both,y,y,y,2019
HOU201905080,KCA,HOU,HOU03,20190508,0,7:10PM,night,,,TRUE,,165,22698,unknown,unknown,dome,73,unknown,0,porzg701,,,knigb901,davig901,hobep901,gibsg901,,,peacb001,lopej004,,regular,0,9,HOU,KCA,y,both,y,y,y,2019
LAN201905080,ATL,LAN,LOS03,20190508,0,7:10PM,night,,,FALSE,,178,53707,unknown,unknown,cloudy,63,ltor,4,munse701,,,littw901,westj901,coope901,fleta901,,,kersc001,foltm001,,regular,4,9,LAN,ATL,y,both,y,y,y,2019
MIL201905080,WAS,MIL,MIL06,20190508,0,12:11PM,day,,,FALSE,,204,30333,unknown,unknown,dome,63,unknown,0,odrit701,,,reybd901,culbf901,may-b901,buckc901,,,woodb005,hellj001,hadej001,regular,3,7,MIL,WAS,y,both,y,y,y,2019
NYA201905080,SEA,NYA,NYC21,20190508,0,6:37PM,night,,,TRUE,,187,38774,unknown,unknown,cloudy,64,rtol,10,karph701,,,herna901,hicke901,torrc901,demud901,,,kikuy001,loaij001,,regular,10,1,SEA,NYA,y,both,y,y,y,2019
OAK201905080,CIN,OAK,OAK01,20190508,0,7:07PM,night,,,TRUE,,238,9096,unknown,unknown,cloudy,62,torf,15,younj701,,,kellj901,blakr901,onorb901,rippm901,,,hendl001,stepr002,,regular,4,5,OAK,CIN,y,both,y,y,y,2019
PIT201905080,TEX,PIT,PIT08,20190508,0,12:36PM,day,,,FALSE,,198,13905,unknown,unknown,sunny,71,ltor,8,zdurj701,,,bakej902,nauep901,carav901,wendh902,,,juraa001,lyont001,martc007,regular,9,6,TEX,PIT,y,both,y,y,y,2019
SDN201905080,NYN,SDN,SAN02,20190508,0,12:41PM,day,,,FALSE,,164,21952,unknown,unknown,overcast,63,ltor,10,zaveb701,,,drakr901,segac901,eddid901,millb901,,,reyeg002,basht001,yatek001,regular,2,3,SDN,NYN,y,both,y,y,y,2019
SLN201905080,PHI,SLN,STL10,20190508,0,12:16PM,day,,,FALSE,,161,42309,unknown,unknown,cloudy,80,fromcf,16,muelg701,,,viscj901,blasc901,diazl901,nelsj901,,,eickj001,flahj002,,regular,5,0,PHI,SLN,y,both,y,y,y,2019
TBA201905080,ARI,TBA,STP01,20190508,0,1:10PM,day,,,TRUE,,279,8663,dry,none,dome,72,unknown,0,mathb701,,,wolfj901,iassd901,holbs901,gonzm901,,,brada001,kolaa001,godlz001,regular,3,2,ARI,TBA,y,both,y,y,y,2019
TOR201905080,MIN,TOR,TOR02,20190508,0,7:07PM,night,,,TRUE,,186,14372,dry,none,dome,68,unknown,0,starh701,,,cuzzp901,hallt901,hamaa901,ticht901,,,gibsk002,thort002,,regular,9,1,MIN,TOR,y,both,y,y,y,2019
ARI201905090,ATL,ARI,PHO01,20190509,0,6:41PM,night,,,FALSE,,193,17751,unknown,unknown,cloudy,84,ltor,7,johnr701,,,segac901,eddid901,millb901,drakr901,,,duplj001,minta001,,regular,2,3,ARI,ATL,y,both,y,y,y,2019
CHN201905090,MIA,CHN,CHI11,20190509,0,1:21PM,day,,,FALSE,,179,32301,unknown,unknown,cloudy,65,torf,15,frisd701,,,cedeg901,hudsm901,johna901,wolcq901,,,montm002,richt001,,regular,1,4,CHN,MIA,y,both,y,y,y,2019
CLE 201905090.00,CHA,CLE,CLE 8.00,20190509,0,1:10PM,day,,,TRUE,,105,13247,unknown,unknown,overcast,79,torf,19,libea701,,,kulpr901,fostm901,mealj901,morag901,,,carrc003,banum001,,regular,0,5,CLE,CHA,y,both,y,y,y,2019
COL201905090,SFN,COL,DEN02,20190509,0,1:11PM,day,,,FALSE,,236,25368,unknown,unknown,overcast,39,rtol,6,platd701,,,lentn901,hoyej901,barkl901,barrt901,,,shawb001,beedt001,daviw001,regular,11,12,COL,SFN,y,both,y,y,y,2019
DET201905090,ANA,DET,DET05,20190509,0,2:03PM,day,,,TRUE,,164,16404,unknown,unknown,cloudy,68,ltor,6,klonc701,,,porta901,dejer901,sches901,wegnm901,,,penaf002,carpr001,,regular,13,0,ANA,DET,y,both,y,y,y,2019
HOU201905090,TEX,HOU,HOU03,20190509,0,7:10PM,night,,,TRUE,,178,26657,unknown,unknown,dome,73,unknown,0,blour701,,,iassd901,holbs901,gonzm901,wolfj901,,,milew001,minom001,osunr001,regular,2,4,HOU,TEX,y,both,y,y,y,2019
LAN201905090,WAS,LAN,LOS03,20190509,0,7:10PM,night,,,FALSE,,191,42851,unknown,unknown,cloudy,61,torf,4,dagod701,,,davig901,hobep901,rehaj901,knigb901,,,corbp001,hillr001,,regular,6,0,WAS,LAN,y,both,y,y,y,2019
NYA201905090,SEA,NYA,NYC21,20190509,0,6:38PM,night,,,TRUE,,174,37016,unknown,unknown,cloudy,56,fromrf,11,oconj701,,,hicke901,torrc901,demud901,herna901,,,happj001,leakm001,chapa001,regular,1,3,NYA,SEA,y,both,y,y,y,2019
OAK201905090,CIN,OAK,OAK01,20190509,0,12:37PM,day,,,TRUE,,156,19694,unknown,unknown,cloudy,63,torf,13,feldd701,,,blakr901,onorb901,rippm901,kellj901,,,roart001,bassc001,igler001,regular,3,0,CIN,OAK,y,both,y,y,y,2019
SLN201905090,PIT,SLN,STL10,20190509,0,6:45PM,night,,,FALSE,,210,38925,unknown,unknown,cloudy,58,tocf,11,muelg701,,,wintm901,timmt901,addir901,muchm901,,,wachm001,musgj001,,regular,4,17,SLN,PIT,y,both,y,y,y,2019
ARI201905100,ATL,ARI,PHO01,20190510,0,6:40PM,night,,,FALSE,,180,21932,unknown,unknown,sunny,83,ltor,13,johnr701,,,eddid901,millb901,drakr901,segac901,,,winkd001,lopey001,jackl001,regular,2,1,ATL,ARI,y,both,y,y,y,2019
BAL201905100,ANA,BAL,BAL12,20190510,0,7:08PM,night,,,TRUE,,184,14495,unknown,unknown,overcast,73,tocf,6,hennj701,,,hallt901,hamaa901,mahrn901,ticht901,,,cahit001,strad003,,regular,8,3,ANA,BAL,y,both,y,y,y,2019
BOS201905100,SEA,BOS,BOS07,20190510,0,7:11PM,night,,,TRUE,,182,33731,unknown,unknown,cloudy,66,tocf,18,ellib701,,,hudsm901,johna901,wolcq901,cedeg901,,,rodre004,swane001,,regular,1,14,BOS,SEA,y,both,y,y,y,2019
CHN201905100,MIL,CHN,CHI11,20190510,0,1:21PM,day,,,FALSE,,198,37870,unknown,unknown,sunny,51,fromrf,15,frisd701,,,westj901,coope901,fleta901,littw901,,,gonzg003,quinj001,,regular,7,0,MIL,CHN,y,both,y,y,y,2019
COL201905100,SDN,COL,DEN02,20190510,0,6:41PM,night,,,FALSE,,190,27594,unknown,unknown,cloudy,53,ltor,4,einsd701,,,onorb901,hoyej901,rippm901,kellj901,,,marqg001,lauee001,,regular,2,12,COL,SDN,y,both,y,y,y,2019
HOU201905100,TEX,HOU,HOU03,20190510,0,7:10PM,night,,,TRUE,,149,33023,unknown,unknown,dome,73,unknown,0,wilkt701,,,holbs901,gonzm901,wolfj901,iassd901,,,verlj001,lynnl001,osunr001,regular,0,3,HOU,TEX,y,both,y,y,y,2019
KCA201905100,PHI,KCA,KAN06,20190510,0,7:16PM,night,,,TRUE,,187,20015,unknown,unknown,cloudy,60,rtol,6,boycd701,,,belld901,cuzzp901,morag901,fostm901,,,bailh001,arrij001,,regular,1,5,KCA,PHI,y,both,y,y,y,2019
LAN201905100,WAS,LAN,LOS03,20190510,0,7:11PM,night,,,FALSE,,178,43533,unknown,unknown,cloudy,63,tocf,2,munse701,,,hobep901,rehaj901,knigb901,davig901,,,maedk001,sanca004,uriaj001,regular,0,5,LAN,WAS,y,both,y,y,y,2019
MIN201905100,DET,MIN,MIN04,20190510,0,7:12PM,night,,,TRUE,,156,26789,unknown,unknown,sunny,60,tocf,7,trayk701,,,nauep901,whitc901,wendh902,bakej902,,,odorj001,rosst001,,regular,0,6,MIN,DET,y,both,y,y,y,2019
NYN201905100,MIA,NYN,NYC20,20190510,0,7:10PM,night,,,FALSE,,184,25194,unknown,unknown,cloudy,71,tolf,10,altmb701,,,dejer901,sches901,wegnm901,porta901,,,wheez001,lopep002,,regular,2,11,NYN,MIA,y,both,y,y,y,2019
OAK201905100,CLE,OAK,OAK01,20190510,0,6:39PM,night,,,TRUE,,221,36913,unknown,unknown,cloudy,61,torf,18,dybdc701,,,barkl901,barrt901,lentn901,danlk901,,,sorij001,handb001,,regular,3,4,OAK,CLE,y,both,y,y,y,2019
SFN201905100,CIN,SFN,SFO03,20190510,0,7:15PM,night,,,FALSE,,167,32191,unknown,unknown,cloudy,59,tocf,14,thomc701,,,culbf901,may-b901,buckc901,reybd901,,,castl003,rodrd001,,regular,7,0,CIN,SFN,y,both,y,y,y,2019
SLN201905100,PIT,SLN,STL10,20190510,0,7:16PM,night,,,FALSE,,174,45060,unknown,unknown,sunny,58,tolf,6,smitm701,,,timmt901,addir901,muchm901,wintm901,,,willt002,milla002,rivef001,regular,2,1,PIT,SLN,y,both,y,y,y,2019
TBA201905100,NYA,TBA,STP01,20190510,0,7:10PM,night,,,TRUE,,185,20846,dry,none,dome,72,unknown,0,lantj701,,,blasc901,diazl901,randt901,nelsj901,,,germd001,glast001,chapa001,regular,4,3,NYA,TBA,y,both,y,y,y,2019
TOR201905100,CHA,TOR,TOR02,20190510,0,7:09PM,night,,,TRUE,,188,20402,unknown,unknown,dome,68,unknown,0,lajor701,,,torrc901,demud901,herna901,hicke901,,,biagj001,coved001,gilek001,regular,3,4,TOR,CHA,y,both,y,y,y,2019
ARI201905110,ATL,ARI,PHO01,20190511,0,5:10PM,night,,,FALSE,,189,33168,unknown,unknown,cloudy,86,tocf,5,johnr701,,,millb901,drakr901,segac901,eddid901,,,gausk001,kellm002,ventj001,regular,6,4,ATL,ARI,y,both,y,y,y,2019
BAL201905110,ANA,BAL,BAL12,20190511,0,4:06PM,day,,,TRUE,,214,21106,unknown,unknown,overcast,68,fromcf,5,hennj701,,,hamaa901,mahrn901,ticht901,hallt901,,,bardl001,bundd001,,regular,7,2,ANA,BAL,y,both,y,y,y,2019
BOS201905110,SEA,BOS,BOS07,20190511,0,1:06PM,day,,,TRUE,,195,36024,unknown,unknown,sunny,67,ltor,16,shalm701,,,johna901,wolcq901,cedeg901,hudsm901,,,porcr001,hernf002,,regular,5,9,BOS,SEA,y,both,y,y,y,2019
CHN201905110,MIL,CHN,CHI11,20190511,0,1:20PM,day,,,FALSE,,296,39598,unknown,unknown,overcast,49,ltor,5,seipb701,,,coope901,fleta901,littw901,westj901,,,chatt001,smitb005,,regular,1,2,CHN,MIL,y,both,y,y,y,2019
COL201905110,SDN,COL,DEN02,20190511,0,6:12PM,night,,,FALSE,,185,37118,unknown,unknown,cloudy,55,tolf,12,platd701,,,hoyej901,rippm901,kellj901,onorb901,,,stamc001,daviw001,yatek001,regular,4,3,SDN,COL,y,both,y,y,y,2019
HOU201905110,TEX,HOU,HOU03,20190511,0,7:10PM,night,,,TRUE,,195,35849,unknown,unknown,dome,73,unknown,0,blour701,,,gonzm901,wolfj901,iassd901,holbs901,,,coleg001,smyld001,,regular,4,11,HOU,TEX,y,both,y,y,y,2019
KCA201905110,PHI,KCA,KAN06,20190511,0,6:16PM,night,,,TRUE,,181,24463,unknown,unknown,overcast,55,rtol,6,boycd701,,,cuzzp901,morag901,fostm901,belld901,,,efliz001,kellb003,,regular,7,0,PHI,KCA,y,both,y,y,y,2019
LAN201905110,WAS,LAN,LOS03,20190511,0,6:10PM,night,,,FALSE,,178,53647,unknown,unknown,cloudy,67,ltor,8,whitj701,,,rehaj901,knigb901,davig901,hobep901,,,schem001,baezp001,dools001,regular,5,2,WAS,LAN,y,both,y,y,y,2019
MIN201905111,DET,MIN,MIN04,20190511,1,1:11PM,day,,,TRUE,,204,28840,unknown,unknown,cloudy,62,rtol,10,thors701,,,wendh902,tosia901,bakej902,nauep901,,,jimej003,hildt001,grees005,regular,5,3,DET,MIN,y,both,y,y,y,2019
MIN201905112,DET,MIN,MIN04,20190511,2,7:10PM,night,,,TRUE,,165,20724,unknown,unknown,cloudy,61,rtol,21,thors701,,,whitc901,bakej902,nauep901,tosia901,,,stewk001,sotog003,,regular,3,8,MIN,DET,y,both,y,y,y,2019
NYN201905110,MIA,NYN,NYC20,20190511,0,7:10PM,night,,,FALSE,,161,32501,unknown,unknown,cloudy,66,fromcf,7,sprej701,,,sches901,wegnm901,porta901,dejer901,,,degrj001,alcas001,diaze006,regular,1,4,NYN,MIA,y,both,y,y,y,2019
